ID,Scenario,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved
1275,PASS_Compliant,Male,Black,32,25-60,107011,575,351777,Self-employed,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
235,PASS_Compliant,Female,White,51,25-60,167824,597,185309,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
8860,PASS_Compliant,Male,White,36,25-60,159569,703,96541,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
8881,PASS_Compliant,Female,White,24,Under 25,63564,794,380029,Part-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Denied
2724,PASS_Compliant,Female,Hispanic,74,Over 60,48586,775,251651,Unemployed,Some College,Permanent Resident,Fluent,No,No,Rural,Approved
319,PASS_Compliant,Male,White,68,Over 60,141555,566,224816,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
2324,PASS_Compliant,Female,Hispanic,51,25-60,61443,598,413323,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
4765,PASS_Compliant,Male,Hispanic,71,Over 60,156552,831,90256,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
175,PASS_Compliant,Male,White,60,25-60,102164,675,393770,Part-time,Some College,Citizen,Limited,No,No,Urban Professional,Denied
2090,PASS_Compliant,Male,White,76,Over 60,65478,700,268390,Unemployed,High School,Citizen,Fluent,No,No,Rural,Approved
6619,PASS_Compliant,Female,Hispanic,65,Over 60,76698,725,329412,Part-time,Some College,Permanent Resident,Fluent,Yes,No,Working Class Urban,Denied
9213,PASS_Compliant,Female,White,51,25-60,78677,617,357250,Unemployed,High School,Citizen,Fluent,No,Yes,Working Class Urban,Approved
9977,PASS_Compliant,Male,White,76,Over 60,36596,732,94590,Full-time,Some College,Citizen,Limited,No,No,Urban Professional,Approved
6551,PASS_Compliant,Male,White,55,25-60,40429,789,125434,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
935,PASS_Compliant,Male,White,54,25-60,143327,755,281515,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,Approved
7718,PASS_Compliant,Female,White,79,Over 60,90291,639,334917,Gig,Some College,Citizen,Fluent,No,No,Rural,Approved
8691,PASS_Compliant,Male,Hispanic,74,Over 60,43925,799,411675,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
6972,PASS_Compliant,Male,White,58,25-60,122559,839,418208,Self-employed,High School,Citizen,Fluent,No,No,Rural,Approved
4637,PASS_Compliant,Male,Asian,50,25-60,54550,514,275087,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
4581,PASS_Compliant,Female,White,19,Under 25,162063,673,400929,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban,Approved
9425,PASS_Compliant,Male,White,36,25-60,149236,783,397007,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban,Approved
1613,PASS_Compliant,Female,White,33,25-60,128053,534,101413,Part-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Denied
3191,PASS_Compliant,Female,White,37,25-60,167108,603,349730,Gig,Some College,Citizen,Limited,No,No,Urban Professional,Approved
5546,PASS_Compliant,Male,Hispanic,21,Under 25,69183,746,227650,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
7464,PASS_Compliant,Male,Hispanic,51,25-60,112109,570,446768,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Denied
8791,PASS_Compliant,Female,White,19,Under 25,141657,750,346992,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,Approved
45,PASS_Compliant,Male,White,67,Over 60,140509,821,205238,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
1925,PASS_Compliant,Female,White,42,25-60,119591,596,69933,Self-employed,High School,Citizen,Fluent,No,No,Rural,Approved
6767,PASS_Compliant,Male,White,67,Over 60,102323,735,107279,Self-employed,Bachelor's,Citizen,Limited,No,No,Urban Professional,Denied
94,PASS_Compliant,Male,White,68,Over 60,117537,820,378125,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Denied
2397,PASS_Compliant,Female,White,34,25-60,69090,664,122248,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional,Denied
7098,PASS_Compliant,Female,Hispanic,21,Under 25,37361,518,61366,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
1401,PASS_Compliant,Female,White,27,25-60,123303,766,402569,Full-time,High School,Citizen,Fluent,Yes,No,Rural,Approved
5296,PASS_Compliant,Female,Black,45,25-60,87058,785,111185,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
5028,PASS_Compliant,Male,White,52,25-60,164775,831,360433,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
900,PASS_Compliant,Male,Hispanic,32,25-60,164801,659,344262,Part-time,High School,Citizen,Fluent,No,Yes,Urban Professional,Approved
2199,PASS_Compliant,Female,White,50,25-60,57523,779,242966,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,Approved
2747,PASS_Compliant,Male,White,69,Over 60,149191,569,391537,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
9672,PASS_Compliant,Female,White,40,25-60,48466,631,71786,Full-time,Graduate,Permanent Resident,Fluent,No,No,Urban Professional,Approved
3993,PASS_Compliant,Female,White,76,Over 60,121480,525,174436,Gig,Graduate,Citizen,Limited,No,No,Working Class Urban,Denied
891,PASS_Compliant,Male,Black,21,Under 25,81680,692,390189,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Approved
3263,PASS_Compliant,Female,Asian,30,25-60,133765,524,246961,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Approved
7150,PASS_Compliant,Female,Black,52,25-60,70504,830,190569,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Approved
6727,PASS_Compliant,Male,Asian,21,Under 25,109891,807,91727,Part-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,Denied
7930,PASS_Compliant,Male,Black,62,Over 60,98354,729,241640,Full-time,High School,Permanent Resident,Limited,No,No,Rural,Approved
5905,PASS_Compliant,Male,Hispanic,29,25-60,58096,755,309363,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,Approved
7338,PASS_Compliant,Male,White,58,25-60,33300,844,413930,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Urban Professional,Denied
992,PASS_Compliant,Female,Hispanic,37,25-60,174605,806,97703,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
4109,PASS_Compliant,Female,Multiracial,66,Over 60,123281,575,435179,Gig,Bachelor's,Citizen,Limited,No,No,Historically Redlined,Approved
6308,PASS_Compliant,Female,White,20,Under 25,99645,775,83366,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
7219,PASS_Compliant,Female,White,80,Over 60,47507,626,232438,Full-time,Graduate,Citizen,Fluent,Yes,No,Historically Redlined,Approved
9653,PASS_Compliant,Male,White,69,Over 60,133872,848,383712,Full-time,Graduate,Citizen,Limited,No,No,Rural,Approved
7836,PASS_Compliant,Male,Multiracial,36,25-60,108255,669,372250,Self-employed,Graduate,Citizen,Fluent,No,Yes,Urban Professional,Approved
603,PASS_Compliant,Female,White,42,25-60,173198,702,312795,Self-employed,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Approved
6273,PASS_Compliant,Female,White,63,Over 60,90222,763,103694,Unemployed,Bachelor's,Permanent Resident,Limited,No,Yes,Rural,Approved
8107,PASS_Compliant,Male,Asian,77,Over 60,136053,794,298044,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
7551,PASS_Compliant,Female,Black,34,25-60,88147,671,170765,Full-time,Bachelor's,Visa Holder,Fluent,Yes,Yes,High-income Suburban,Denied
4055,PASS_Compliant,Male,Asian,44,25-60,112877,552,81611,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
286,PASS_Compliant,Male,White,33,25-60,125354,821,150100,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Denied
949,PASS_Compliant,Male,White,54,25-60,150668,601,139224,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Approved
8287,PASS_Compliant,Female,White,49,25-60,137866,592,396642,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
7037,PASS_Compliant,Female,White,18,Under 25,92364,539,100951,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
6030,PASS_Compliant,Female,Multiracial,77,Over 60,112970,808,217516,Unemployed,High School,Citizen,Limited,No,No,Urban Professional,Approved
145,PASS_Compliant,Female,White,38,25-60,135149,724,94202,Full-time,High School,Citizen,Fluent,Yes,No,Historically Redlined,Approved
2871,PASS_Compliant,Female,Black,33,25-60,119352,514,412577,Full-time,High School,Citizen,Limited,No,No,Historically Redlined,Denied
1131,PASS_Compliant,Non-binary,Hispanic,71,Over 60,166560,621,51420,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,Denied
1017,PASS_Compliant,Male,White,69,Over 60,130373,747,101171,Full-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
9720,PASS_Compliant,Female,Hispanic,19,Under 25,82446,827,267715,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Approved
1784,PASS_Compliant,Male,Hispanic,82,Over 60,85889,532,287009,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
6971,PASS_Compliant,Female,Black,26,25-60,88648,505,67549,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Denied
2274,PASS_Compliant,Female,Asian,26,25-60,138314,798,392024,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
2258,PASS_Compliant,Female,White,47,25-60,153575,706,351268,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined,Denied
3186,PASS_Compliant,Male,Black,48,25-60,132183,793,431163,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Denied
9244,PASS_Compliant,Female,Hispanic,25,25-60,87564,777,383890,Gig,High School,Citizen,Limited,No,No,Urban Professional,Denied
4478,PASS_Compliant,Female,White,33,25-60,171495,635,131178,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
826,PASS_Compliant,Male,White,52,25-60,127118,506,116002,Full-time,Some College,Citizen,Limited,No,No,Urban Professional,Approved
530,PASS_Compliant,Male,Black,57,25-60,173143,764,419191,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
6063,PASS_Compliant,Male,Black,24,Under 25,164283,647,183364,Part-time,High School,Citizen,Limited,No,No,High-income Suburban,Denied
7705,PASS_Compliant,Male,Black,57,25-60,58827,769,191238,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
5520,PASS_Compliant,Male,Hispanic,75,Over 60,165314,575,104276,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Approved
5288,PASS_Compliant,Male,Hispanic,69,Over 60,143142,752,428249,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
1065,PASS_Compliant,Male,Hispanic,58,25-60,61642,664,207690,Full-time,Some College,Permanent Resident,Limited,No,No,Urban Professional,Denied
4579,PASS_Compliant,Female,White,42,25-60,151734,631,161164,Self-employed,Some College,Citizen,Fluent,No,No,Rural,Denied
7689,PASS_Compliant,Male,White,66,Over 60,27934,580,400126,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
6718,PASS_Compliant,Male,White,34,25-60,95182,819,415953,Full-time,Some College,Citizen,Fluent,No,Yes,Historically Redlined,Approved
7087,PASS_Compliant,Female,White,75,Over 60,97590,664,209876,Full-time,Graduate,Citizen,Limited,No,No,Rural,Denied
5115,PASS_Compliant,Female,Asian,22,Under 25,122969,748,237440,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
4576,PASS_Compliant,Male,Black,52,25-60,152108,801,360419,Self-employed,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Denied
9729,PASS_Compliant,Female,Asian,58,25-60,81359,684,346692,Self-employed,Some College,Citizen,Fluent,Yes,No,High-income Suburban,Approved
4963,PASS_Compliant,Male,Hispanic,29,25-60,29267,506,289667,Self-employed,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
8121,PASS_Compliant,Male,White,63,Over 60,99423,656,139039,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
4212,PASS_Compliant,Male,Black,74,Over 60,49979,668,222810,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4679,PASS_Compliant,Male,Hispanic,25,25-60,149431,726,68877,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,Approved
722,PASS_Compliant,Female,White,30,25-60,97001,740,89952,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
9973,PASS_Compliant,Female,White,63,Over 60,114924,842,116488,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
8115,PASS_Compliant,Female,White,41,25-60,118015,849,64649,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
8989,PASS_Compliant,Female,White,82,Over 60,46293,668,187424,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,Approved
2783,PASS_Compliant,Male,White,74,Over 60,174458,560,401634,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional,Denied
2263,PASS_Compliant,Male,White,36,25-60,88286,521,56590,Self-employed,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
2613,PASS_Compliant,Female,Black,70,Over 60,140686,814,260166,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,Approved
998,PASS_Compliant,Male,Black,30,25-60,87947,643,218428,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,Urban Professional,Approved
335,PASS_Compliant,Female,White,79,Over 60,169633,831,192378,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
9912,PASS_Compliant,Female,White,69,Over 60,67618,784,358940,Full-time,Graduate,Citizen,Fluent,No,Yes,Urban Professional,Approved
2279,PASS_Compliant,Female,White,30,25-60,174420,768,326116,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Denied
4352,PASS_Compliant,Female,White,34,25-60,38065,831,121791,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
2482,PASS_Compliant,Male,Hispanic,63,Over 60,128373,522,356460,Full-time,Some College,Citizen,Fluent,No,No,Rural,Approved
8906,PASS_Compliant,Female,Black,48,25-60,124264,801,425115,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
3652,PASS_Compliant,Male,Black,60,25-60,173620,615,96398,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
8241,PASS_Compliant,Male,White,62,Over 60,150281,624,373790,Full-time,Some College,Citizen,Fluent,Yes,Yes,Rural,Denied
3745,PASS_Compliant,Female,White,46,25-60,60673,731,161988,Full-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,Approved
6224,PASS_Compliant,Male,Black,44,25-60,70154,730,335537,Self-employed,Some College,Permanent Resident,Limited,No,No,Historically Redlined,Denied
987,PASS_Compliant,Female,White,24,Under 25,99508,809,65890,Gig,Bachelor's,Citizen,Limited,No,No,Urban Professional,Denied
4913,PASS_Compliant,Female,White,47,25-60,33505,506,286565,Self-employed,High School,Visa Holder,Fluent,No,No,Urban Professional,Denied
2381,PASS_Compliant,Male,Hispanic,23,Under 25,174406,553,57503,Self-employed,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,Approved
437,PASS_Compliant,Male,White,55,25-60,46954,784,354988,Part-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Denied
5657,PASS_Compliant,Female,White,75,Over 60,37796,793,399179,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
5389,PASS_Compliant,Male,Asian,77,Over 60,100501,597,441728,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
3150,PASS_Compliant,Female,Hispanic,29,25-60,137147,653,134343,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
2643,PASS_Compliant,Female,Hispanic,79,Over 60,142138,812,236257,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
1083,PASS_Compliant,Female,Hispanic,69,Over 60,135926,672,357551,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Approved
4781,PASS_Compliant,Male,White,60,25-60,149533,510,440687,Full-time,Some College,Permanent Resident,Limited,No,No,Working Class Urban,Approved
268,PASS_Compliant,Male,White,57,25-60,41499,610,272589,Gig,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Approved
2892,PASS_Compliant,Male,White,56,25-60,169987,799,55824,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
8699,PASS_Compliant,Male,White,79,Over 60,60585,605,105386,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Approved
2922,PASS_Compliant,Male,Black,23,Under 25,113404,676,414116,Unemployed,High School,Citizen,Fluent,No,Yes,Urban Professional,Approved
3748,PASS_Compliant,Female,Black,59,25-60,85873,615,386368,Full-time,High School,Permanent Resident,Fluent,Yes,No,Historically Redlined,Approved
9682,PASS_Compliant,Male,Hispanic,52,25-60,141479,724,444990,Part-time,Graduate,Citizen,Fluent,No,No,Rural,Denied
5263,PASS_Compliant,Female,White,43,25-60,167222,760,367996,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
8117,PASS_Compliant,Female,White,53,25-60,49380,505,113597,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,Denied
4350,PASS_Compliant,Male,White,76,Over 60,87113,640,381095,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
8615,PASS_Compliant,Male,Black,42,25-60,145823,811,304470,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
6692,PASS_Compliant,Male,Asian,36,25-60,128029,535,216663,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
5081,PASS_Compliant,Female,White,47,25-60,125943,803,443244,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional,Denied
2606,PASS_Compliant,Female,White,81,Over 60,56314,741,436644,Self-employed,High School,Visa Holder,Fluent,No,No,Working Class Urban,Denied
2038,PASS_Compliant,Female,White,37,25-60,160185,711,402586,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
7917,PASS_Compliant,Female,Black,31,25-60,117190,794,197511,Part-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Denied
1956,PASS_Compliant,Female,White,28,25-60,106368,569,313515,Gig,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,Approved
1382,PASS_Compliant,Male,Black,20,Under 25,108557,504,65738,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
275,PASS_Compliant,Male,Hispanic,66,Over 60,69652,666,319449,Full-time,Some College,Permanent Resident,Fluent,No,No,Rural,Denied
9157,PASS_Compliant,Female,White,35,25-60,94881,805,84715,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
1129,PASS_Compliant,Female,White,25,25-60,90752,536,71981,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
3585,PASS_Compliant,Female,White,41,25-60,73492,779,201000,Gig,Graduate,Permanent Resident,Fluent,No,No,Historically Redlined,Approved
9464,PASS_Compliant,Male,White,31,25-60,126846,793,254228,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,Approved
6313,PASS_Compliant,Male,White,24,Under 25,93147,622,82129,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
805,PASS_Compliant,Male,White,70,Over 60,121986,500,115747,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
5695,PASS_Compliant,Female,Hispanic,78,Over 60,98474,594,430687,Full-time,Bachelor's,Permanent Resident,Limited,No,No,Urban Professional,Denied
3307,PASS_Compliant,Female,Black,42,25-60,71751,706,419837,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
577,PASS_Compliant,Male,White,56,25-60,163666,743,112615,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
8112,PASS_Compliant,Female,White,76,Over 60,163412,565,56696,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
5590,PASS_Compliant,Non-binary,Black,24,Under 25,95166,533,263701,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
2831,PASS_Compliant,Non-binary,White,63,Over 60,103459,543,180655,Part-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
9107,PASS_Compliant,Male,White,44,25-60,158974,799,361670,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
4023,PASS_Compliant,Male,White,26,25-60,127535,522,203546,Self-employed,Graduate,Citizen,Fluent,No,No,Historically Redlined,Denied
1075,PASS_Compliant,Male,White,75,Over 60,129695,540,132329,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
2476,PASS_Compliant,Male,White,30,25-60,44295,764,386660,Unemployed,High School,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
8216,PASS_Compliant,Male,Hispanic,77,Over 60,53091,844,192281,Full-time,High School,Citizen,Limited,No,No,Urban Professional,Approved
7113,PASS_Compliant,Male,White,76,Over 60,99801,727,412910,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
5238,PASS_Compliant,Male,White,64,Over 60,106214,722,340274,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,Denied
4017,PASS_Compliant,Male,White,55,25-60,52853,752,439312,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,Denied
6991,PASS_Compliant,Male,Hispanic,67,Over 60,37649,505,322106,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
1826,PASS_Compliant,Male,White,35,25-60,166766,814,412610,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
7182,PASS_Compliant,Female,White,25,25-60,149552,579,269325,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,Approved
6347,PASS_Compliant,Male,Hispanic,41,25-60,57432,690,199274,Full-time,Some College,Citizen,Fluent,No,Yes,Historically Redlined,Approved
7607,PASS_Compliant,Male,Black,61,Over 60,161518,830,233183,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional,Approved
9883,PASS_Compliant,Female,Hispanic,34,25-60,69647,814,309802,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
3608,PASS_Compliant,Female,White,54,25-60,57998,621,98742,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
3832,PASS_Compliant,Female,White,69,Over 60,67022,628,245187,Gig,Graduate,Citizen,Fluent,No,No,Rural,Approved
6022,PASS_Compliant,Male,White,40,25-60,92365,834,427520,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional,Approved
858,PASS_Compliant,Female,Asian,30,25-60,87028,544,194926,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Denied
9665,PASS_Compliant,Male,Hispanic,21,Under 25,116769,518,239272,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
7583,PASS_Compliant,Male,Hispanic,37,25-60,36125,601,145862,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
8813,PASS_Compliant,Female,Hispanic,68,Over 60,25777,511,153740,Full-time,Some College,Permanent Resident,Fluent,Yes,No,Working Class Urban,Approved
8925,PASS_Compliant,Male,White,25,25-60,109370,741,145694,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
6740,PASS_Compliant,Male,White,46,25-60,122577,685,160912,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional,Approved
9070,PASS_Compliant,Male,White,50,25-60,119832,673,298947,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional,Approved
9295,PASS_Compliant,Male,Hispanic,72,Over 60,127494,807,110077,Gig,High School,Citizen,Fluent,No,Yes,Historically Redlined,Approved
1056,PASS_Compliant,Male,White,35,25-60,164384,830,141465,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
3862,PASS_Compliant,Male,Hispanic,49,25-60,155377,669,119958,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,Approved
2631,PASS_Compliant,Non-binary,White,80,Over 60,126310,635,73672,Self-employed,Some College,Citizen,Fluent,Yes,Yes,Working Class Urban,Denied
6951,PASS_Compliant,Male,White,21,Under 25,114515,571,140846,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
8279,PASS_Compliant,Female,White,31,25-60,37514,687,318248,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional,Denied
9121,PASS_Compliant,Male,Multiracial,32,25-60,110111,819,185803,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Denied
2481,PASS_Compliant,Female,Black,46,25-60,46675,812,396844,Full-time,Some College,Citizen,Fluent,No,No,Rural,Approved
9776,PASS_Compliant,Female,White,57,25-60,26140,671,241925,Full-time,Graduate,Citizen,Limited,No,No,Rural,Approved
1959,PASS_Compliant,Female,Hispanic,38,25-60,42686,602,386878,Full-time,High School,Permanent Resident,Fluent,No,Yes,Urban Professional,Approved
7924,PASS_Compliant,Male,White,64,Over 60,135416,511,324513,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional,Approved
9970,PASS_Compliant,Male,White,75,Over 60,131914,580,422355,Full-time,Bachelor's,Citizen,Limited,Yes,No,Working Class Urban,Approved
9510,PASS_Compliant,Male,Asian,30,25-60,91268,678,358426,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
9695,PASS_Compliant,Female,Hispanic,21,Under 25,165109,511,162145,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
8434,PASS_Compliant,Female,White,21,Under 25,92141,682,51145,Full-time,Graduate,Citizen,Limited,No,No,Rural,Approved
1490,PASS_Compliant,Male,White,37,25-60,126771,778,447337,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Denied
3143,PASS_Compliant,Male,White,54,25-60,70780,797,104054,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Denied
5458,PASS_Compliant,Male,Hispanic,65,Over 60,160831,650,116952,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
3079,PASS_Compliant,Female,White,18,Under 25,44474,512,408141,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
1296,PASS_Compliant,Male,White,50,25-60,29261,841,441241,Full-time,Graduate,Visa Holder,Fluent,No,Yes,High-income Suburban,Denied
1849,PASS_Compliant,Male,Hispanic,54,25-60,168047,556,69768,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
7192,PASS_Compliant,Female,White,46,25-60,31191,571,189445,Part-time,Some College,Citizen,Fluent,No,No,Rural,Approved
7148,PASS_Compliant,Male,Black,75,Over 60,100599,843,370100,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
9211,PASS_Compliant,Female,White,69,Over 60,166082,728,212617,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Denied
294,PASS_Compliant,Male,White,22,Under 25,110281,563,91604,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional,Denied
4739,PASS_Compliant,Female,Hispanic,42,25-60,174892,632,150409,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
5581,PASS_Compliant,Male,Hispanic,69,Over 60,133106,542,366358,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
6233,PASS_Compliant,Female,Black,60,25-60,40482,657,331460,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
